movieid,tmdbid
6458,19728
6459,26205
6460,3009
6461,6643
6462,18972
6463,53380
6464,14817
6465,41426
6466,41791
6467,49842
6468,41670
6469,30708
6470,38765
6471,29627
6472,98984
6473,36372
6474,30529
6475,24073
6476,2071
6477,43516
6478,33638
6479,57476
6480,32489
6481,48864
6482,10152
6483,31246
6484,11375
6485,20694
6486,16311
6487,24985
6488,18300
6489,55735
6490,185465
6491,210728
6492,39088
6493,17813
6494,94996
6495,42995
6496,115665
6497,4708
6498,35068
6499,42511
6500,35669
6501,49584
6502,170
6503,9471
6504,12800
6505,44562
6506,9581
6507,117179
6508,15486
6509,216
6510,47676
6511,45139
6512,44736
6513,18569
6514,113739
6515,52758
6516,38171
6517,61225
6518,18886
6519,24109
6520,19957
6521,42176
6522,39231
6523,18722
6524,43039
6525,40634
6526,20645
6527,33454
6528,19753
6529,48451
6530,11482
6531,70912
6532,42492
6533,6949
6534,1927
6535,10327
6536,14411
6537,296
6538,302
6539,22
6540,46993
6541,8698
6542,554
6543,61545
6544,34840
6545,17920
6546,40947
6547,32235
6548,8961
6549,17403
6550,9486
6551,20439
6552,3472
6553,35265
6554,25921
6555,24259
6556,41453
6557,68927
6558,11894
6559,20726
6560,24558
6561,12649
6562,44916
6563,24356
6564,1996
6565,4464
6566,12279
6567,9104
6568,33339
6569,47232
6570,71714
6571,54580
6572,4613
6573,12530
6574,45096
6575,21882
6576,29805
6577,24993
6578,53021
6579,430
6580,123833
6581,5185
6582,10553
6583,21512
6584,21449
6585,4984
6586,8273
6587,8046
6588,50350
6589,287811
6590,48967
6591,8094
6592,26195
6593,10330
6594,125952
6595,9257
6596,9499
6597,17180
6598,15292
6599,12491
6600,41660
6601,78041
6602,27814
6603,41206
6604,33954
6605,48364
6606,71010
6607,23395
6608,47278
6609,24192
6610,10237
6611,833
6612,26755
6613,42470
6614,3101
6615,6466
6616,20210
6617,2055
6618,11770
6619,14926
6620,2771
6621,1778
6622,44408
6623,54390
6624,10923
6625,17745
6626,79888
6627,114776
6628,21989
6629,18573
6630,37451
6631,41759
6632,37227
6633,48791
6634,80047
6635,41944
6636,8992
6637,35371
6638,19053
6639,11206
6640,49762
6641,30970
6642,13154
6643,18148
6644,54898
6645,636
6646,3055
6647,40920
6648,54986
6649,43048
6650,11898
6651,26225
6652,14881
6653,26198
6654,35072
6655,43226
6656,44585
6657,35073
6658,9051
6659,9362
6660,19542
6661,120683
6662,936
6663,12268
6664,10999
6665,33521
6666,4593
6667,34044
6668,12276
6669,3782
6670,36629
6671,2891
6672,12722
6673,41806
6674,143795
6675,38304
6676,26246
6677,124839
6678,20815
6679,19433
6680,99006
6681,48464
6682,7504
6683,513
6684,6619
6685,32316
6686,10610
6687,2830
6688,15920
6689,21413
6690,38874
6691,16405
6692,33255
6693,178675
6694,99648
6695,11351
6696,333
6697,30246
6698,112961
6699,22200
6700,2722
6701,27090
6702,13778
6703,9616
6704,55015
6705,1415
6706,31094
6707,11547
6708,7270
6709,1428
6710,17906
6711,153
6712,66111
6713,33320
6714,15136
6715,61054
6716,4703
6717,29507
6718,27590
6719,52734
6720,14603
6721,10617
6722,10618
6723,10619
6724,11293
6725,36759
6726,38960
6727,19383
6728,53650
6729,40775
6730,9584
6731,8408
6732,14030
6733,49685
6734,2687
6735,16323
6736,39859
6737,41846
6738,74585
6739,23325
6740,16790
6741,31579
6742,40353
6743,23033
6744,19064
6745,34564
6746,25241
6747,43041
6748,28942
6749,37025
6750,10739
6751,12767
6752,22309
6753,13156
6754,277
6755,9707
6756,38244
6757,24488
6758,278813
6759,20321
6760,36791
6761,61401
6762,17614
6763,7288
6764,10159
6765,10934
6766,287816
6767,54243
6768,5653
6769,321
6770,20
6771,18113
6772,5168
6773,9662
6774,837
6775,20303
6776,19666
6777,821
6778,41834
6779,37672
6780,1358
6781,2200
6782,11475
6783,776
6784,40440
6785,16563
6786,11703
6787,891
6788,83714
6789,12531
6790,10881
6791,11832
6792,51300
6793,11806
6794,10438
6795,36349
6796,650
6797,10337
6798,8446
6799,42570
6800,9874
6801,11477
6802,37753
6803,29161
6804,21627
6805,9501
6806,49291
6807,4543
6808,11046
6809,11707
6810,7442
6811,14425
6812,6723
6813,13343
6814,16969
6815,11338
6816,13339
6817,28761
6818,25237
6819,41780
6820,9871
6821,33258
6822,71940
6823,26850
6824,70709
6825,36855
6826,20238
6827,33783
6828,163549
6829,47898
6830,19171
6831,48345
6832,11364
6833,38135
6834,55950
6835,39916
6836,31634
6837,43739
6838,45203
6839,14874
6840,32082
6841,25269
6842,29449
6843,37943
6844,33633
6845,86763
6846,78146
6847,88641
6848,30315
6849,13765
6850,12772
6851,47866
6852,18900
6853,73265
6854,17744
6855,62124
6856,3087
6857,14282
6858,11502
6859,29451
6860,21219
6861,116094
6862,2116
6863,1584
6864,28236
6865,40945
6866,19555
6867,2056
6868,4997
6869,8439
6870,322
6871,21765
6872,11059
6873,11775
6874,24
6875,54973
6876,10930
6877,21059
6878,49475
6879,11329
6880,9373
6881,1550
6882,5493
6883,28200
6884,10629
6885,10944
6886,9839
6887,13920
6888,4256
6889,10009
6890,1807
6891,33343
6892,30141
6893,10536
6894,14157
6895,67809
6896,42044
6897,37922
6898,1376
6899,31397
6900,50374
6901,96171
6902,20312
6903,59809
6905,135890
6906,64945
6907,2348
6908,44591
6909,10389
6910,18979
6911,31206
6912,28658
6913,3117
6914,20684
6915,27450
6916,26643
6917,62327
6918,897
6919,42522
6920,11657
6921,224
6923,27117
6924,50553
6925,44383
6926,78331
6927,10922
6928,43708
6929,240177
6930,51707
6931,30349
6932,13537
6933,28446
6934,605
6935,33222
6936,10719
6937,266741
6938,23995
6939,1277
6940,1836
6941,292974
6942,508
6943,197563
6944,11846
6945,50314
6946,10715
6947,8619
6948,21525
6949,14892
6950,12146
6951,10588
6952,4970
6953,470
6954,11042
6956,44708
6957,10147
6958,10756
6959,9562
6960,36068
6961,11012
6962,279714
6963,30068
6964,40913
6965,158413
6966,9556
6967,13581
6968,1702
6969,19184
6970,24203
6971,9065
6972,44479
6973,4823
6974,10168
6975,10234
6976,38939
6977,10952
6978,14022
6979,860
6980,41521
6981,48035
6982,5000
6983,22744
6984,17831
6985,780
6986,31510
6987,234
6988,899
6989,8289
6990,11583
6991,11002
6992,6472
6993,5143
6994,11384
6995,5227
6996,8010
6997,10410
6998,47095
6999,10407
7000,9292
7001,11850
7002,48745
7003,2297
7004,951
7005,10804
7006,5765
7007,9319
7008,1643
7009,2007
7010,10995
7011,8047
7012,2612
7013,3112
7014,10413
7015,2611
7016,1825
7017,10538
7018,11092
7019,18410
7020,14904
7021,19065
7022,3176
7023,9261
7024,5336
7025,23908
7026,14671
7027,11509
7028,10729
7029,29437
7030,20763
7031,2047
7032,14249
7033,10021
7034,11634
7035,14746
7036,11824
7037,8222
7038,20067
7039,12395
7040,9846
7041,23719
7042,11986
7043,1626
7044,483
7045,10166
7046,6069
7047,11018
7048,11676
7049,28293
7050,28292
7051,3681
7052,43875
7053,31798
7054,43436
7055,20325
7056,17687
7057,19075
7058,41465
7059,17641
7060,12545
7061,27972
7062,898
7063,2000
7064,648
7065,618
7066,44162
7067,19120
7068,4024
7069,11316
7070,3089
7071,29845
7072,995
7073,1594
7074,32318
7075,11839
7076,916
7077,31509
7078,1976
7079,31685
7080,3062
7081,34456
7082,12708
7083,42045
7084,11610
7085,4939
7086,25016
7087,15927
7088,40423
7089,7857
7090,79
7091,13912
7092,70881
7093,987
7094,65869
7095,37749
7096,30140
7097,33302
7098,46932
7099,81
7100,70423
7101,11821
7102,10023
7103,51036
7104,11519
7105,72087
7106,42238
7107,15659
7108,18857
7109,33517
7110,27425
7111,38953
7112,74544
7113,41785
7114,42740
7115,20126
7116,827
7117,11811
7118,20043
7119,16814
7120,4368
7121,25431
7122,17685
7123,2742
7124,22010
7125,51145
7126,32040
7127,48129
7128,3596
7129,120637
7130,24134
7131,18904
7132,37719
7133,47364
7134,9063
7135,1818
7136,255
7137,10744
7138,83505
7139,10511
7140,180399
7141,22289
7142,10028
7143,616
7144,288953
7146,96393
7147,587
7148,21542
7149,6964
7150,1792
7151,3635
7152,41488
7153,122
7154,11820
7155,8696
7156,12698
7157,19187
7158,11093
7159,47952
7160,504
7161,11007
7162,2289
7163,9620
7164,10601
7165,52036
7166,42418
7167,13433
7168,35712
7169,14844
7170,26710
7171,37088
7172,31026
7173,5966
7174,24034
7175,10718
7176,40427
7177,14757
7178,11034
7179,25095
7180,26983
7181,30080
7182,52867
7183,42599
7184,65012
7185,44801
7186,27465
7187,83726
7188,24782
7189,31395
7190,131313
7191,34151
7192,15797
7193,9548
7194,1937
7195,26712
7196,1882
7197,70627
7198,17258
7199,34681
7200,118910
7201,6277
7202,11429
7203,47072
7204,33642
7205,14815
7206,427
7207,43049
7208,3022
7209,778
7210,3088
7211,23152
7212,23567
7213,102057
7214,52367
7215,22584
7216,27725
7217,16227
7218,980
7219,16933
7220,42094
7221,26884
7222,37833
7223,18995
7224,43759
7225,5205
7226,2017
7227,38606
7228,14239
7229,55448
7230,21779
7231,71189
7232,67794
7233,73515
7234,405
7235,9696
7236,4917
7237,37774
7238,5055
7239,40140
7240,42040
7241,29933
7242,35888
7243,3059
7244,22727
7245,28586
7246,56157
7247,11708
7248,27329
7249,42514
7250,20444
7251,17736
7252,114046
7253,82283
7254,1954
7255,13476
7256,11194
7257,12634
7258,13505
7259,14114
7260,15708
7261,21301
7262,20483
7263,14292
7264,44539
7265,1278
7266,18841
7267,25925
7268,32035
7269,74395
7270,19361
7271,81824
7272,21968
7273,29493
7274,29473
7275,29464
7276,37900
7277,91390
7278,33557
7279,7008
7280,30566
7281,42466
7282,76176
7283,18446
7284,22004
7285,11023
7286,47802
7287,92298
7288,35227
7289,29852
7290,23001
7291,51049
7292,11221
7293,1824
7294,16784
7295,44674
7296,292090
7297,11083
7298,54045
7299,337
7300,11951
7301,43376
7302,28963
7303,2576
7304,22561
7305,19345
7306,14430
7307,12775
7308,9838
7309,50075
7310,2099
7311,42852
7312,40454
7313,6470
7314,20032
7315,8842
7316,11132
7317,9352
7318,615
7319,11217
7320,10677
7321,13572
7322,30735
7323,338
7324,2023
7325,9384
7326,25935
7327,797
7328,42602
7329,60792
7330,70113
7331,47474
7332,56188
7333,29084
7334,1723
7335,25955
7336,41876
7337,62190
7338,43323
7339,67022
7340,24548
7341,31602
7342,57744
7343,37044
7344,42989
7345,17047
7346,10591
7347,1586
7348,11169
7349,49689
7350,266687
7351,66660
7352,156
7353,2778
7354,10433
7355,47168
7356,58995
7357,43236
7358,142168
7359,40752
7360,924
7361,38
7362,11081
7363,4377
7364,16941
7365,1720
7366,9541
7367,5516
7368,20304
7369,11024
7370,53734
7371,553
7372,10544
7373,1487
7374,13700
7375,11137
7376,11358
7377,13573
7378,19084
7379,10733
7380,14442
7381,2122
7382,25300
7383,14576
7384,13432
7385,26636
7386,6844
7387,923
7388,2587
7389,3591
7390,28026
7391,26176
7392,41857
7393,78364
7394,10338
7395,33839
7396,133919
7397,95548
7398,50549
7399,38978
7400,92331
7401,111883
7402,42245
7403,68347
7404,89488
7405,34082
7406,22999
7407,20278
7408,18698
7409,47201
7410,12239
7411,4365
7412,86182
7413,45862
7414,65066
7415,42228
7416,16561
7417,54655
7418,70779
7419,10843
7420,2098
7422,65332
7423,34303
7437,15673
7438,393
7439,7220
7440,33823
7441,163676
7442,237
7443,126117
7444,10096
7445,9509
7446,19016
7447,60645
7448,10710
7449,11058
7450,11141
7451,10625
7452,54807
7453,11025
7454,7131
7455,26899
7456,30125
7457,16428
7458,652
7459,8440
7460,883
7461,38018
7471,96461
7474,34377
7475,20375
7477,10375
7478,42015
7479,68440
7480,12503
7481,11864
7482,9461
7483,57811
7484,132
7485,28276
7486,18329
7487,17993
7488,37447
7489,4339
7490,42108
7491,18513
7492,26517
7493,28285
7502,191903
7505,22137
7521,5247
7523,31676
7528,49622
7537,238952
7541,10035
7560,502
7561,41965
7562,10347
7563,1373
7564,30959
7565,43341
7566,20561
7567,13055
7569,667
7570,700
7571,21594
7572,26976
7573,36670
7574,18872
7577,44864
7578,31993
7579,43818
7580,28290
7581,24650
7582,55086
7583,43525
7584,20640
7585,50363
7586,633
7587,5511
7613,41003
7614,13936
7615,294
7616,11507
7617,17538
7618,10435
7619,1162
7620,34328
7621,47108
7622,47140
7623,40930
7624,14684
7625,58467
7626,10261
7627,163869
7636,13937
7637,25355
7638,29601
7639,66115
7644,118617
7645,23981
7646,14980
7647,26670
7648,44047
7649,10940
7650,31965
7657,5842
7669,164721
7675,19463
7697,24012
7698,988
7699,125103
7700,204
7701,9356
7702,32430
7703,42231
7704,16113
7705,33575
7706,13913
7707,17956
7708,18209
7713,25508
7714,18978
7716,27171
7719,29486
7720,12310
7723,42205
7724,27786
7725,9624
7726,95514
7727,37296
7728,25736
7730,25389
7738,44807
7739,5248
7742,52794
7743,9872
7745,19552
7748,2786
7749,8075
7750,94771
7751,50271
7752,38274
7753,26133
7754,68981
7756,10235
7757,11533
7758,2817
7759,1394
7761,1719
7762,140207
7763,781
7764,13553
7765,183252
7766,3777
7767,11659
7768,24065
7769,39907
7770,26612
7771,10604
7772,44098
7773,16876
7774,37437
7775,141003
7778,14782
7781,77780
7782,9545
7783,53117
7784,41651
7785,29270
7786,28030
7787,16514
7789,1926
7790,31112
7791,11060
7792,17365
7802,11474
7808,63888
7809,49320
7810,10916
7811,10921
7812,10941
7813,42204
7814,33157
7815,24798
7816,277073
7817,4923
7818,36741
7820,11656
7821,16284
7822,25009
7823,91226
7824,171229
7825,45926
7826,40092
7827,10133
7828,82838
7831,14589
7832,14594
7833,14590
7834,14588
7835,14595
7836,9459
7837,465
7838,86600
7839,20644
7840,24965
7841,192936
7842,876
7843,1583
7844,17653
7845,11069
7846,10829
7847,19425
7850,108055
7872,86959
7878,9698
7879,57946
7880,45044
7881,26860
7882,29049
7883,27130
7884,8468
7885,31952
7886,39043
7887,54396
7888,22682
7889,11577
7890,42402
7891,21159
7892,40810
7893,40812
7894,336
7895,11942
7896,36206
7897,23330
7898,5927
7899,49636
7900,3075
7901,30137
7912,5521
7913,27636
7914,222
7915,10686
7916,43096
7917,42688
7918,25598
7919,25858
7920,14262
7921,38701
7922,33357
7923,21948
7924,30368
7925,1059
7926,12493
7928,42090
7930,13122
7931,55730
7932,14273
7933,26940
7934,11030
7935,29454
7936,26372
7937,11506
7938,29455
7939,11602
7940,29453
7941,11700
7942,47735
7943,14638
7944,14703
7945,35806
7946,3547
7947,41089
7948,42179
7949,28415
7950,107499
7951,20481
7952,5481
7953,5482
7954,5485
7958,31581
7959,22694
7976,7090
7979,42632
7980,5902
7981,10775
7982,4552
7983,12762
7984,14510
7985,101363
7986,15618
7987,24341
7988,10690
7989,40028
7990,26326
7991,13282
7992,27658
7993,22642
7994,29235
7995,42725
8003,24111
8004,17921
8007,22627
8008,18283
8009,33731
8010,13823
8011,14108
8012,4291
8013,20718
8014,113
8015,28476
8016,5916
8017,26234
8019,12205
8024,27804
8025,46187
8033,3001
8035,39434
8037,105130
8038,166472
8039,11574
8040,32450
8041,62383
8042,203
8043,38749
8044,29740
8045,10652
8055,34288
8056,26268
8057,33632
8062,25853
8063,68430
8068,43001
8069,42201
8070,316
8092,3072
8093,10355
8094,14554
8095,87677
8117,250
8118,19086
8119,15392
8120,43267
8121,41277
8122,108059
8123,42013
8124,54715
8125,631
8126,25504
8127,23855
8128,1786
8129,51182
8130,45042
8131,210937
8132,16219
8133,15824
8134,14258
8136,48385
8137,27545
8138,22718
8139,39844
8140,16914
8141,43011
8142,11315
8143,35987
8147,29146
8148,36751
8149,28758
8153,29592
8154,439
8157,823
8158,20289
8167,16905
8168,11417
8169,11548
8183,38291
8187,41204
8188,20532
8189,2546
8190,42791
8191,22522
8194,40478
8195,5165
8196,5722
8197,5544
8198,19128
8199,14696
8201,51515
8202,56167
8203,4781
8206,32652
8207,4909
8208,56135
8220,27115
8221,38348
8222,35280
8224,21375
8225,19185
8227,73194
8228,28257
8232,20643
8235,22596
8236,36786
8237,28916
8238,27459
8239,4497
8240,33560
8241,25224
8252,42728
8253,15371
8254,11044
8255,39983
8256,31526
8257,31623
8258,27601
8259,16214
8260,5071
8261,41662
8262,95015
8263,33738
8264,17346
8265,18274
8266,13763
8267,67217
8268,10498
8269,24731
8270,11796
8272,31675
8273,4507
8275,34847
8290,32303
8291,4879
8292,24774
8293,41779
8294,61048
8295,1994
8302,42814
8327,870
8329,96255
8330,25495
8331,26319
8332,45938
8334,15573
8335,41059
8336,39871
8337,10178
8338,16391
8339,42997
8340,10734
8341,10949
8359,258236
8360,809
8361,435
8362,4599
8363,12657
8364,28219
8365,59210
8366,13193
8367,24190
8368,673
8369,16617
8370,246
8371,2789
8372,8920
8373,9890
8374,26886
8375,26254
8376,8193
8377,47821
8378,26142
8379,42122
8380,65137
8381,27017
8382,35151
8383,21544
8384,43846
8385,40894
8387,11546
8388,59427
8391,18387
8392,71125
8393,34748
8394,132725
8395,26331
8397,41774
8398,52959
8399,24004
8400,46976
8401,17481
8402,52560
8403,42658
8404,27118
8405,18333
8407,42345
8410,18398
8411,54800
8420,20849
8421,57544
8422,53779
8423,16661
8424,80708
8425,76516
8426,33441
8427,47819
8444,21793
8446,18712
8447,831
8448,10484
8450,37658
8451,26516
8452,110598
8453,44388
8454,10573
8455,113290
8456,26451
8457,111605
8458,54568
8459,28571
8460,27686
8461,123665
8462,43336
8463,62000
8464,9372
8465,41495
8469,52362
8477,662
8478,41799
8480,49633
8481,43805
8482,16559
8483,44695
8484,31217
8485,8341
8486,36488
8487,19414
8488,60595
8491,15794
8492,13188
8493,12651
8494,886
8495,9791
8496,27554
8499,26973
8500,38582
8501,9542
8502,17820
8503,26175
8504,31146
8505,20506
8506,37696
8507,136
8511,47653
8512,10970
8516,28162
8518,42812
8519,28159
8520,20676
8521,3019
8522,29353
8524,17761
8525,20277
8526,10204
8527,3515
8528,9472
8529,594
8530,8981
8531,12153
8532,1944
8533,11036
8534,1997
8535,15237
8537,11572
8540,19096
8541,72096
8542,11939
8543,47555
8544,24236
8545,80218
8571,26520
8572,43897
8573,29456
8574,21386
8575,24908
8576,9256
8577,25783
8578,8991
8579,44691
8580,23378
8581,3293
8582,36947
8583,54028
8584,17645
8585,10448
8586,57684
8587,61487
8588,14365
8589,29383
8591,10606
8592,42988
8593,16136
8594,58669
8595,42407
8596,6081
8597,12577
8598,36561
8599,49814
8600,13696
8601,44494
8602,15484
8603,36672
8604,2330
8605,2334
8606,64204
8607,13398
8608,2912
8609,701
8610,10631
8611,43466
8612,2202
8613,76076
8614,10780
8615,3484
8616,19590
8617,23724
8618,26596
8619,44925
8620,29264
8621,33994
8622,1777
8623,11584
8624,9901
8625,202475
8626,26811
8627,38631
8628,54022
8629,23522
8630,207625
8631,22094
8632,161080
8633,11884
8634,21871
8635,30876
8636,558
8637,48732
8638,80
8639,10742
8640,9477
8641,8699
8642,9893
8643,11247
8644,2048
8645,436
8646,61391
8647,18643
8648,67297
8649,31948
8650,43004
8651,45793
8652,46495
8653,45874
8654,65994
8655,19014
8656,10754
8657,30054
8658,36630
8659,39770
8660,36627
8661,11897
8662,43443
8663,54300
8664,58925
8665,2502
8666,314
8667,18923
8668,146373
8669,5228
8670,12206
8671,16539
8672,75046
8673,74012
8674,26126
8675,15876
8676,26300
8677,68064
8678,12625
8679,45520
8680,46767
8681,55848
8682,42525
8683,43417
8684,15244
8685,62395
8686,42737
8687,47615
8688,39209
8689,20876
8690,24559
8691,78208
8692,43786
8693,72613
8694,43787
8695,27437
8696,40374
8697,20316
8698,41925
8699,259389
8700,22871
8701,37019
8702,18190
8703,71786
8704,42347
8705,39140
8706,69903
8707,219345
8708,41890
8709,27307
8710,36709
8711,32294
8712,41463
8713,19051
8714,43485
8715,51997
8716,43885
8717,112969
8718,62694
8719,43785
8720,53287
8721,29584
8722,32644
8723,89482
8724,1040
8725,42604
8726,24214
8727,5122
8728,42469
8729,119623
8730,1783
8731,10910
8732,17238
8733,22156
8734,26814
8735,43116
8736,39269
8737,99859
8738,31522
8739,47796
8740,26893
8741,69035
8742,73621
8743,22976
8744,55441
8745,45608
8746,21619
8747,9680
8748,42801
8749,12627
8750,86404
8751,18671
8752,17218
8753,41316
8754,5179
8755,53198
8756,65156
8757,42593
8758,76002
8759,64868
8760,52741
8761,15081
8762,21147
8763,64877
8764,147169
8765,16703
8766,20298
8767,19974
8768,22112
8769,4201
8770,39868
8771,20408
8772,13580
8773,18706
8774,34327
8775,43013
8776,38505
8777,41940
8778,20417
8779,14652
8780,69526
8781,14462
8782,14623
8783,6947
8784,401
8785,50247
8786,46326
8787,35780
8788,25361
8789,45522
8790,23750
8791,45509
8792,44289
8793,25536
8794,38837
8795,23305
8796,17768
8797,27375
8798,1538
8799,14846
8800,2577
8801,52936
8802,46884
8803,33333
8804,41975
8805,16606
8806,60760
8807,11282
8808,11130
8809,14389
8810,395
8811,11052
8812,60015
8813,23601
8814,10762
8815,11026
8816,18693
8817,45598
8818,8745
8819,45335
8820,18690
8821,7506
8822,65596
8823,36912
8824,46081
8825,40087
8826,46831
8827,20120
8828,22543
8829,44415
8830,11237
8831,8080
8832,14797
8833,11632
8834,18475
8835,15644
8836,11208
8837,24079
8838,16153
8839,13559
8840,42694
8841,32298
8842,66566
8843,124029
8844,42164
8845,124
8846,29979
8847,41762
8848,12548
8849,33345
8850,19893
8851,42264
8852,11387
8853,104659
8854,24924
8855,17994
8856,75759
8857,60437
8858,49069
8859,31117
8860,9759
8861,1577
8862,14198
8863,288952
8864,16232
8865,5137
8866,11823
8867,2003
8868,18804
8869,13969
8870,10145
8871,26486
8872,13702
8873,1653
8874,747
8875,84214
8876,84655
8877,23627
8878,26230
8879,4176
8880,11177
8881,43839
8882,26690
8883,35101
8884,10905
8885,18196
8886,70345
8887,88174
8888,132422
8889,42215
8890,43105
8891,71140
8892,27816
8893,27815
8894,12707
8895,43657
8896,43117
8897,47446
8898,54979
8899,42172
8900,42600
8901,47825
8902,62697
8903,31655
8904,27498
8905,1492
8906,8689
8907,10555
8908,11128
8909,22842
8910,1599
8911,14024
8912,11045
8913,15503
8914,14337
8915,26108
8916,4380
8917,3989
8918,16358
8919,25313
8920,2438
8921,65550
8922,29445
8923,11121
8924,55457
8925,101887
8926,23739
8927,21241
8928,3053
8929,28356
8930,12456
8931,55047
8932,28153
8933,18499
8934,36616
8935,13644
8936,41936
8937,13416
8938,1435
8939,11099
8940,167177
8941,12483
8942,184530
8943,18701
8944,2319
8945,110351
8946,15566
8947,1970
8948,8849
8949,9675
8950,4553
8951,11109
8952,48678
8953,202587
8954,126148
8955,16131
8956,9391
8957,176
8958,1677
8959,10740
8960,66641
8961,9806
8962,19614
8963,12777
8964,47959
8965,5255
8966,11184
8967,11249
8968,10589
8969,9801
8970,866
8971,4251
8972,2059
8973,140
8974,11836
8975,43743
8976,17818
8977,1966
8978,13673
8979,174787
8980,26347
8981,2288
8982,15397
8983,9550
8984,163
8985,36648
8986,15788
8987,33377
8988,18973
8989,41253
8990,15787
8991,35188
8992,35189
8993,52122
8994,28333
8995,24062
8996,43670
8997,58182
8998,33740
8999,74719
9000,77448
9001,43752
9002,42668
9003,25952
9004,16248
9005,15613
9006,151848
9007,30719
9008,28421
9009,47657
9010,8424
9011,32558
9012,50085
9013,50034
9014,42401
9015,67962
9016,30996
9017,44375
9018,18889
9019,210864
25735,70368
25736,3016
25737,2972
25738,71065
25739,42510
25741,58129
25742,29267
25743,36841
25744,57283
25745,171432
25746,18987
25747,41348
25748,27511
25749,96713
25750,992
25751,3060
25752,42359
25753,1405
25755,964
25757,939
25759,697
25760,104433
25762,27503
25763,905
25764,31411
25765,28189
25766,3061
25767,27517
25768,42538
25769,25768
25770,120833
25771,626
25773,27899
25774,5729
25775,42816
25777,13911
25778,51394
25782,48365
25783,3574
25785,91
25786,31592
25787,43132
25788,877
25789,875
25792,28268
25793,779
25794,56724
25795,39130
25796,28046
25797,31511
25798,3031
25800,43130
25801,43595
25802,43149
25803,43148
25804,50073
25805,43904
25806,43693
25807,24106
25808,47921
25809,49640
25810,46910
25811,43689
25812,22614
25814,51949
25816,43889
25818,43896
25819,28910
25820,17907
25822,27970
25824,52677
25825,14615
25826,31773
25827,24807
25828,17030
25829,23389
25830,31548
25831,54569
25832,38721
25833,43874
25834,16515
25835,27973
25837,20642
25839,37650
25840,43867
25841,43864
25842,23101
25843,60562
25846,46688
25850,16274
25851,99318
25852,55207
25854,31868
25855,37698
25856,3084
25858,46069
25859,43806
25860,55604
25861,26635
25864,43811
25865,17801
25866,26201
25868,29884
25869,45978
25870,38914
25871,33523
25872,33112
25874,28789
25875,43799
25878,18790
25879,37036
25881,43522
25882,36612
25884,97648
25885,23336
25886,22387
25887,27655
25888,23051
25890,43306
25891,18727
25892,33049
25893,41355
25894,47352
25897,43518
25898,41391
25899,21622
25900,28436
25901,22638
25902,51144
25903,35006
25904,21451
25905,42879
25906,43307
25907,50066
25908,18229
25910,52440
25911,17136
25912,43494
25913,30348
25914,9797
25915,45219
25916,18771
25918,30177
25919,41020
25920,16090
25921,44041
25922,25502
25923,14320
25924,26701
25926,43469
25927,20246
25928,82101
25929,19169
25930,43461
25931,31980
25932,27448
25934,29244
25935,83838
25936,43452
25937,29380
25938,37347
25940,3766
25941,946
25942,70447
25943,20482
25944,35032
25945,44190
25946,41609
25947,33115
25948,20638
25950,29885
25951,25698
25952,45578
25954,4558
25956,43439
25957,61828
25959,25209
25960,15390
25961,17409
25962,43388
25963,800
25964,32690
25965,43390
25966,41464
25970,43961
25971,43358
25972,24003
25974,28431
25975,43364
25976,30801
25977,3023
25979,43348
25980,43349
25984,24381
25986,11402
25987,35861
25989,45213
25990,20127
25991,24518
25993,13457
25994,23620
25995,31372
25996,3111
25998,41503
25999,28696
26000,94123
26001,17640
26002,44026
26003,803
26005,31374
26006,25893
26007,36439
26008,46007
26009,33319
26010,28100
26012,31378
26013,19742
26016,44134
26018,22334
26019,29347
26021,15697
26022,43234
26025,18776
26026,29071
26027,54541
26028,44559
26030,30637
26033,76754
26034,56156
26035,43119
26038,43137
26042,69977
26043,42661
26044,43051
26046,43101
26047,58997
26048,34528
26049,31427
26050,58902
26051,27029
26052,690
26055,46918
26056,43111
26058,52745
26059,36872
26062,43047
26063,72354
26064,31589
26066,52841
26067,18449
26068,50474
26070,79827
26072,750
26073,34530
26074,33710
26076,64568
26078,17185
26079,109667
26080,31287
26082,14537
26083,16103
26084,13671
26085,11085
26086,53218
26088,65048
26090,24188
26093,28367
26094,21135
26095,52705
26096,3010
26098,31383
26099,39222
26100,39495
26101,15263
26104,751
26106,42798
26107,4025
26108,61892
26109,25253
26110,37684
26111,15421
26112,166607
26113,37315
26116,10299
26117,24229
26119,26031
26122,3763
26123,17696
26124,7348
26125,28504
26127,151138
26128,23574
26130,17091
26131,17295
26133,13187
26134,17102
26136,23194
26137,16850
26138,24395
26139,37921
26140,59802
26141,16303
26142,29715
26144,36583
26146,60555
26147,42731
26148,3482
26150,895
26151,20108
26152,2661
26153,20379
26155,29710
26156,104237
26157,22293
26158,789
26159,45706
26160,11047
26162,2097
26163,135
26164,33257
26167,66043
26169,17905
26170,4191
26171,10227
26172,26039
26174,42701
26175,42702
26176,41212
26177,26204
26178,5767
26180,42713
26181,27277
26183,9929
26184,20873
26185,29778
26187,18193
26188,22176
26189,42623
26191,42634
26194,118872
26195,50789
26197,29266
26198,27983
26199,5638
26203,14801
26204,49397
26205,42607
26206,40430
26207,38096
26208,48831
26209,24152
26210,1846
26211,21323
26213,5928
26214,29748
26215,105627
26216,85255
26219,26525
26220,31672
26221,48408
26222,33205
26223,70327
26225,2860
26226,42589
26227,71943
26228,31304
26229,64828
